qseqid,strain,contig,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,position
group6433,3240-42,3240-42_04555,unitig_1,99.72,1068,3,0,1,1068,624249,625316,0,1956,6959
group6432,3252-54,3252-54_00119,unitig_1,95.56,135,6,0,1,135,625574,625440,4.00E-57,217,6960
group6979,3240-42,3240-42_04553,unitig_1,96.53,720,12,4,1,720,625577,626283,0,1179,6961
group19649,3364-149C,3364-149C_03260,unitig_1,95.72,187,7,1,1,186,625626,625440,5.00E-82,300,6962
group7072,3255-57,3255-57_04913,unitig_1,92.71,288,8,2,1,288,626009,626283,6.00E-113,403,6963
group6431,3245-47,3245-47_00181,unitig_1,99.41,1017,6,0,1,1017,627442,626426,0,1845,6964
group6430,3248-50,3248-50_04963,unitig_1,99.35,1530,10,0,1,1530,628968,627439,0,2771,6965
group6429,3248-50,3248-50_04962,unitig_1,99.51,1011,5,0,1,1011,630007,628997,0,1840,6966
group8599,3254-56,3254-56_00126,unitig_1,99.17,483,4,0,1,483,631712,631230,0,870,6967
group6428,3240-42,3240-42_04547,unitig_1,99.54,873,4,0,1,873,632760,631888,0,1591,6968
group6427,3247-49,3247-49_01046,unitig_1,99.89,885,1,0,1,885,633659,632775,0,1629,6969
group17833,3346-141A,3346-141A_03907,unitig_1,100,321,0,0,1,321,633794,634114,4.00E-170,593,6970
group17832,3363-149B,3363-149B_04946,unitig_1,100,474,0,0,1,474,634226,634699,0,876,6971
group6426,3249-51,3249-51_05286,unitig_1,97.79,768,17,0,1,768,634551,633784,0,1325,6972
group7108,3392-164B,3392-164B_00174,unitig_1,96.35,137,5,0,290,426,634755,634619,2.00E-59,226,6973
group14446,3273-78,3273-78_04647,unitig_1,98.25,171,3,0,1,171,635101,634931,5.00E-82,300,6974
group6425,3246-48,3246-48_04192,unitig_1,88.13,792,94,0,1,792,635410,634619,0,942,6975
group16551,3233-35,3233-35_07150,unitig_1,99.44,177,1,0,1,177,636336,636160,1.00E-88,322,6976
group6424,3245-47,3245-47_00172,unitig_1,98.92,924,10,0,1,924,636336,635413,0,1652,6977
group16553,3308-113,3308-113_07395,unitig_1,97.9,238,5,0,1,238,636609,636372,9.00E-116,412,6978
group7814,3236-38,3236-38_07140,unitig_1,96.99,499,15,0,1,499,636870,636372,0,839,6979
group6423,3239-41,3239-41_05275,unitig_1,98.3,1060,18,0,1,1060,637431,636372,0,1858,6980
group6422,3240-42,3240-42_04541,unitig_1,98.95,285,3,0,1,285,637764,637480,4.00E-145,510,6981
group6421,3249-51,3249-51_05291,unitig_1,96.77,124,4,0,438,561,637979,637856,1.00E-53,207,6982
group6420,3240-42,3240-42_04539,unitig_1,98.5,333,5,0,1,333,638953,638621,2.00E-168,588,6983
group12979,3213-10,3213-10_04450,unitig_1,96.43,56,2,0,1571,1626,639454,639509,9.00E-19,93.5,6984
group9444,3256-58,3256-58_00861,unitig_1,99.04,831,8,0,1,831,640419,639589,0,1491,6985
group6419,3247-49,3247-49_01037,unitig_1,97.53,891,22,0,1,891,642345,641455,0,1524,6986
group5492,3209-6,3209-6_05529,unitig_1,95.17,807,39,0,1,807,643371,642565,0,1275,6987
group7219,3355-146B,3355-146B_01488,unitig_1,95.41,654,30,0,4,657,644118,643465,0,1042,6988
group17734,3355-146B,3355-146B_01075,unitig_1,91.77,693,57,0,1,693,644251,644943,0,965,6989
group5491,3207-4,3207-4_05950,unitig_1,93.51,1464,95,0,1,1464,644928,643465,0,2178,6990
group17469,3371-152C,3371-152C_00624,unitig_1,89.51,143,14,1,1,142,645144,645286,6.00E-46,180,6991
group5490,3216-13,3216-13_00958,unitig_1,90.81,642,59,0,1,642,645144,645785,0,859,6992
group17196,3330-131,3330-131_00914,unitig_1,83.05,584,61,16,1,546,645193,645776,2.00E-140,496,6993
group12233,3329-130B,3329-130B_05771,unitig_1,83.01,459,42,14,1,423,645679,645221,1.00E-106,383,6994
group5489,3211-8,3211-8_02319,unitig_1,89.15,258,22,4,1,255,645928,646182,7.00E-87,316,6995
group19279,3335-134B,3335-134B_04251,unitig_1,95.57,203,7,2,1,201,646501,646703,3.00E-89,324,6996
group5487,3212-9,3212-9_01817,unitig_1,90.8,174,16,0,1,174,646501,646674,5.00E-62,233,6997
group5486,3213-10,3213-10_04458,unitig_1,92.38,2718,207,0,1,2718,646847,649564,0,3873,6998
group11623,3270-74,3270-74_00025,unitig_1,98.82,170,2,0,1,170,650065,649896,4.00E-83,303,6999
group5485,3215-12,3215-12_00817,unitig_1,90.6,319,22,5,1,312,650065,649748,9.00E-117,416,7000
group4298,3208-5,3208-5_06110,unitig_1,94.6,315,17,0,1,315,650265,650579,2.00E-138,488,7001
group4297,3210-7,3210-7_02596,unitig_1,96.56,291,10,0,1,291,650631,650921,8.00E-137,483,7002
group4296,3210-7,3210-7_02595,unitig_1,90.59,733,61,5,1,726,650928,651659,0,965,7003
group14389,3274-79,3274-79_04789,unitig_1,80.68,730,125,14,1655,2376,652516,651795,6.00E-157,553,7004
group4295,3207-4,3207-4_05960,unitig_1,93.86,879,54,0,1,879,652550,651672,0,1325,7005
group4294,3213-10,3213-10_04464,unitig_1,95.24,1008,45,1,1,1008,653551,652547,0,1592,7006
group4293,3214-11,3214-11_00753,unitig_1,87.37,2162,263,9,1,2157,655723,653567,0,2471,7007
group4292,3212-9,3212-9_01808,unitig_1,94.7,793,42,0,1,793,656621,655829,0,1232,7008
group12974,3214-11,3214-11_00758,unitig_1,93.22,118,8,0,116,233,656820,656937,4.00E-44,174,7009
group4291,3209-6,3209-6_05511,unitig_1,93.17,1215,83,0,1,1215,658035,656821,0,1784,7010
group4283,3211-8,3211-8_02345,unitig_1,95.24,483,23,0,1,483,658660,658178,0,765,7011
group12415,3350-144B,3350-144B_05445,unitig_1,89.91,218,21,1,152,368,659468,659251,2.00E-75,279,7012
group4282,3209-6,3209-6_05501,unitig_1,93.62,1206,77,0,1,1206,659942,658737,0,1801,7013
group4281,3215-12,3215-12_00795,unitig_1,94.79,672,35,0,19,690,660623,659952,0,1048,7014
group4280,3212-9,3212-9_01791,unitig_1,97.18,708,20,0,1,708,661360,660653,0,1197,7015
group4279,3215-12,3215-12_00790,unitig_1,93.68,759,48,0,1,759,661519,662277,0,1136,7016
group14995,3387-160,3387-160_06770,unitig_1,92.62,244,17,1,91,333,662574,662331,1.00E-96,350,7017
group14996,3390-163B,3390-163B_05261,unitig_1,93.23,561,38,0,4,564,662891,662331,0,826,7018
group4278,3215-12,3215-12_00789,unitig_1,95.21,1544,74,0,2,1545,663874,662331,0,2442,7019
group16287,3344-140A,3344-140A_00655,unitig_1,94.51,91,4,1,1,90,663988,664078,5.00E-34,139,7020
group5390,3212-9,3212-9_01788,unitig_1,91.6,1274,107,0,15,1288,664089,665362,0,1760,7021
group5389,3209-6,3209-6_05494,unitig_1,94.91,924,47,0,1,924,665466,666389,0,1447,7022
group5388,3213-10,3213-10_04488,unitig_1,95.76,1509,64,0,1,1509,666600,668108,0,2433,7023
group5387,3213-10,3213-10_04489,unitig_1,96.48,1905,67,0,1,1905,668308,670212,0,3147,7024
group5386,3208-5,3208-5_06140,unitig_1,95.62,1005,44,0,1,1005,670326,671330,0,1613,7025
group5385,3210-7,3210-7_02566,unitig_1,96.62,858,29,0,1,858,671334,672191,0,1424,7026
group5384,3209-6,3209-6_05489,unitig_1,95.86,990,41,0,1,990,672193,673182,0,1602,7027
group5383,3210-7,3210-7_02564,unitig_1,92.15,803,59,2,1,801,673179,673979,0,1131,7028
group15358,3250-52,3250-52_02091,unitig_1,95.79,95,4,0,1,95,673443,673537,5.00E-38,154,7029
group6418,3241-43,3241-43_00894,unitig_1,99.96,2244,1,0,1,2244,674092,676335,0,4139,7030
group19011,3291-96,3291-96_07265,unitig_1,96.43,84,2,1,107,189,676410,676493,4.00E-33,137,7031
group10751,3323-126B,3323-126B_01375,unitig_1,96.92,357,11,0,1,357,676771,676415,9.00E-172,599,7032
group14414,3268-72,3268-72_04661,unitig_1,90.91,198,18,0,63,260,676832,676635,1.00E-71,267,7033
group12650,3323-126B,3323-126B_07225,unitig_1,95.33,257,12,0,1,257,676853,677109,1.00E-114,409,7034
group17649,3396-166A,3396-166A_08035,unitig_1,94.4,571,21,8,1,570,676853,677413,0,867,7035
group12648,3224-21,3224-21_06196,unitig_1,92.15,573,43,1,6,576,676987,676415,0,808,7036
group10693,3212-9,3212-9_05960,unitig_1,91.67,612,51,0,1,612,677026,676415,0,848,7037
group10691,3229-30,3229-30_06834,unitig_1,92.82,682,49,0,6,687,677096,676415,0,989,7038
group10018,3230-31,3230-31_06970,unitig_1,90.84,1135,81,9,1,1134,677527,676415,0,1498,7039
group8963,3278-83,3278-83_04436,unitig_1,95.27,444,21,0,1,444,677612,678055,0,704,7040
group16120,3295-100,3295-100_00725,unitig_1,94.13,1534,73,11,1,1530,677935,676415,0,2318,7041
group9433,3222-19,3222-19_03076,unitig_1,90.38,1487,134,7,1,1484,677935,676455,0,1945,7042
group10295,3306-111,3306-111_00401,unitig_1,91.98,324,25,1,29,351,678066,678389,8.00E-128,453,7043
group10175,3214-11,3214-11_07436,unitig_1,92.26,491,38,0,2,492,678105,678595,0,697,7044
group9442,3210-7,3210-7_02563,unitig_1,90.4,1719,156,5,7,1725,678124,676415,0,2252,7045
group4860,3214-11,3214-11_06201,unitig_1,89.28,1875,201,0,1,1875,678289,676415,0,2350,7046
group9727,3291-96,3291-96_06997,unitig_1,97.48,159,4,0,1,159,678437,678595,1.00E-73,272,7047
group5611,3212-9,3212-9_01779,unitig_1,90.15,2325,214,8,1,2322,678727,676415,0,3011,7048
group4859,3238-40,3238-40_06912,unitig_1,90.18,2404,228,6,1,2400,678814,676415,0,3125,7049
group9328,3393-164C,3393-164C_06940,unitig_1,92.98,527,35,2,1,526,678866,679391,0,767,7050
group9998,3290-95,3290-95_05644,unitig_1,92.51,2484,172,13,1,2477,678928,676452,0,3544,7051
group8708,3291-96,3291-96_07283,unitig_1,96.1,461,18,0,1,461,679034,679494,0,752,7052
group8988,3856-63,3856-63_06464,unitig_1,91.17,895,71,7,5,895,679095,679985,0,1208,7053
group10344,3240-42,3240-42_04148,unitig_1,93.23,694,38,7,1,690,679142,679830,0,1013,7054
group16478,3401-168C,3401-168C_06778,unitig_1,92.46,2201,145,20,1,2190,679702,677512,0,3125,7055
group6345,3247-49,3247-49_01004,unitig_1,95.2,333,16,0,1,333,679987,680319,4.00E-150,527,7056
group4863,3211-8,3211-8_03054,unitig_1,95.12,246,12,0,1,246,680615,680860,1.00E-108,388,7057
group7090,3229-30,3229-30_03044,unitig_1,97.83,230,5,0,1,230,680615,680844,2.00E-111,398,7058
group7250,3240-42,3240-42_03783,unitig_1,96.48,227,8,0,1,227,680615,680841,1.00E-104,375,7059
group6967,3304-109,3304-109_04431,unitig_1,94.51,237,13,0,10,246,680624,680860,7.00E-102,366,7060
group5382,3225-22,3225-22_05373,unitig_1,94.55,220,12,0,11,230,680625,680844,4.00E-94,340,7061
group8454,3366-151A,3366-151A_05653,unitig_1,78.99,138,25,4,52,187,680666,680801,5.00E-19,91.6,7062
group13109,3220-17,3220-17_00481,unitig_1,94.21,190,11,0,1,190,680669,680858,3.00E-79,291,7063
group13843,3384-157C,3384-157C_07524,unitig_1,95.31,192,9,0,1,192,680669,680860,1.00E-83,305,7064
group17995,3275-80,3275-80_07440,unitig_1,97.01,301,9,0,1,301,681225,680925,5.00E-144,507,7065
group9881,3318-122A,3318-122A_00530,unitig_1,100,363,0,0,1,363,681285,680923,0,671,7066
group8928,3318-122A,3318-122A_07466,unitig_1,100,291,0,0,1,291,681331,681621,2.00E-153,538,7067
group13652,3395-165B,3395-165B_07563,unitig_1,100,537,0,0,1,537,681459,680923,0,992,7068
group10292,3298-103,3298-103_07275,unitig_1,93.6,688,44,0,1,688,681612,680925,0,1027,7069
group7642,3287-92,3287-92_00768,unitig_1,93.79,918,57,0,2,919,681842,680925,0,1380,7070
group15614,3347-141B,3347-141B_06006,unitig_1,89.83,118,11,1,92,208,682011,681894,9.00E-37,150,7071
group17389,3401-168C,3401-168C_06271,unitig_1,95.96,297,12,0,1,297,682038,682334,8.00E-137,483,7072
group6346,3245-47,3245-47_00130,unitig_1,99.07,108,1,0,1,108,682334,682441,1.00E-50,195,7073
group3475,3210-7,3210-7_06194,unitig_1,92.44,767,58,0,1,767,683469,684235,0,1096,7074
group19250,3358-147C,3358-147C_03825,unitig_1,97.46,393,10,0,1,393,683847,684239,0,671,7075
group5261,3215-12,3215-12_00774,unitig_1,91.18,306,21,2,1,300,684409,684714,4.00E-115,411,7076
group5262,3209-6,3209-6_03386,unitig_1,89.52,897,94,0,1,897,685686,684790,0,1136,7077
group5263,3207-4,3207-4_03646,unitig_1,88.94,434,46,2,1,433,685890,686322,3.00E-152,534,7078
group7107,3359-148A,3359-148A_03353,unitig_1,93.15,409,25,3,1,408,686784,686378,4.00E-171,597,7079
group15675,3362-149A,3362-149A_07345,unitig_1,94.12,272,16,0,2,273,687429,687700,3.00E-116,414,7080
group6348,3210-7,3210-7_05329,unitig_1,90.89,900,82,0,1,900,687700,686801,0,1208,7081
group6349,3211-8,3211-8_02767,unitig_1,91.95,932,75,0,2,933,687821,688752,0,1306,7082
group6350,3208-5,3208-5_05252,unitig_1,92.61,690,51,0,1,690,688848,689537,0,992,7083
group6351,3211-8,3211-8_02765,unitig_1,87.67,292,34,2,1,291,689605,689895,2.00E-93,339,7084
group6352,3209-6,3209-6_04249,unitig_1,85.95,1978,276,2,7,1983,689901,691877,0,2111,7085
group8253,3347-141B,3347-141B_07242,unitig_1,89.72,1099,111,2,1,1098,691187,690090,0,1402,7086
group6353,3252-54,3252-54_00183,unitig_1,99.52,627,3,0,1,627,691981,692607,0,1142,7087
group7555,3402-169,3402-169_03835,unitig_1,96.7,424,1,6,1,411,691981,692404,0,693,7088
group6355,3246-48,3246-48_00020,unitig_1,98.68,909,12,0,1,909,693417,694325,0,1613,7089
group8577,3246-48,3246-48_00021,unitig_1,93.6,250,13,1,3,252,694349,694595,6.00E-103,370,7090
group6356,3246-48,3246-48_00022,unitig_1,98.4,687,11,0,1,687,694656,695342,0,1208,7091
group6357,3208-5,3208-5_05247,unitig_1,89.45,853,87,3,114,965,695374,696224,0,1074,7092
group2914,3212-9,3212-9_05990,unitig_2,95.41,632,29,0,212,843,1,632,0,1007,7093
group2913,3215-12,3215-12_02970,unitig_2,97.58,414,10,0,1,414,658,1071,0,710,7094
group2912,3213-10,3213-10_06321,unitig_2,97.39,1187,30,1,1,1186,1104,2290,0,2019,7095
group2911,3215-12,3215-12_02968,unitig_2,97.81,594,13,0,1,594,2960,2367,0,1026,7096
group2910,3214-11,3214-11_03522,unitig_2,96.87,703,18,4,1,699,3719,3017,0,1173,7097
group2909,3208-5,3208-5_03248,unitig_2,97.2,1036,28,1,1,1035,3816,4851,0,1751,7098
group2908,3209-6,3209-6_01460,unitig_2,95.93,1230,50,0,1,1230,4848,6077,0,1995,7099
group2907,3214-11,3214-11_03519,unitig_2,96.84,1489,46,1,1,1488,6092,7580,0,2488,7100
group2906,3210-7,3210-7_01498,unitig_2,94.84,853,42,2,1,852,7592,8443,0,1330,7101
group2905,3213-10,3213-10_06328,unitig_2,93.89,1326,81,0,1,1326,9881,8556,0,2001,7102
group2904,3207-4,3207-4_05399,unitig_2,97.69,477,11,0,1,477,10098,10574,0,821,7103
group2903,3216-13,3216-13_03308,unitig_2,94.75,1656,87,0,1,1656,12535,10880,0,2577,7104
group2901,3213-10,3213-10_01740,unitig_2,96.66,867,29,0,1,867,13398,12532,0,1441,7105
group2902,3392-164B,3392-164B_07247,unitig_2,89.15,857,93,0,1,857,13398,12542,0,1068,7106
group2900,3210-7,3210-7_01493,unitig_2,96.85,951,30,0,1,951,14345,13395,0,1591,7107
group2898,3209-6,3209-6_01452,unitig_2,96.96,1611,49,0,1,1611,16045,14435,0,2704,7108
group2897,3207-4,3207-4_05404,unitig_2,94.31,721,39,2,1,720,16822,16103,0,1103,7109
group2896,3207-4,3207-4_05405,unitig_2,94.84,1377,71,0,1,1377,18415,17039,0,2150,7110
group2895,3211-8,3211-8_03611,unitig_2,92.95,837,59,0,1,837,19265,18429,0,1219,7111
group2894,3212-9,3212-9_06008,unitig_2,94.07,1281,76,0,1,1281,20701,19421,0,1945,7112
group2893,3212-9,3212-9_06009,unitig_2,93.31,777,52,0,1,777,21481,20705,0,1147,7113
group2892,3209-6,3209-6_01446,unitig_2,95.56,945,42,0,1,945,22440,21496,0,1513,7114
group7513,3215-12,3215-12_05243,unitig_2,71.58,468,116,16,88,545,23699,23239,2.00E-24,111,7115
group2891,3219-16,3219-16_04058,unitig_2,96.43,1317,47,0,1,1317,23825,22509,0,2172,7116
group2890,3210-7,3210-7_01485,unitig_2,93.39,1059,63,6,9,1062,24008,25064,0,1561,7117
group2889,3207-4,3207-4_05412,unitig_2,97.19,675,19,0,1,675,25081,25755,0,1142,7118
group2888,3209-6,3209-6_01442,unitig_2,95.81,669,28,0,1,669,25927,26595,0,1081,7119
group2887,3208-5,3208-5_03268,unitig_2,92.55,1275,95,0,1,1275,26609,27883,0,1829,7120
group2886,3211-8,3211-8_03603,unitig_2,91.83,306,25,0,1,306,28266,27961,4.00E-120,427,7121
group5797,3207-4,3207-4_05416,unitig_2,90.96,188,17,0,1,188,28547,28360,5.00E-68,254,7122
group5795,3208-5,3208-5_03272,unitig_2,97.72,1446,33,0,1,1446,30948,29503,0,2488,7123
group5710,3213-10,3213-10_01757,unitig_2,94.51,1677,92,0,1,1677,32866,31190,0,2588,7124
group5711,3214-11,3214-11_03496,unitig_2,93.92,1036,52,5,1,1032,33946,32918,0,1554,7125
group5712,3214-11,3214-11_03495,unitig_2,92.35,1869,143,0,1,1869,35856,33988,0,2660,7126
group18978,3392-164B,3392-164B_07398,unitig_2,95.77,567,24,0,1,567,37434,36868,0,915,7127
group2636,3213-10,3213-10_01760,unitig_2,95.6,1456,64,0,1,1456,37625,36170,0,2335,7128
group2637,3215-12,3215-12_02937,unitig_2,93.97,1044,63,0,1,1044,38684,37641,0,1580,7129
group2638,3207-4,3207-4_05424,unitig_2,94.4,1465,80,2,1,1464,40157,38694,0,2250,7130
group9476,3319-122B,3319-122B_06514,unitig_2,98.04,102,2,0,1,102,40381,40280,1.00E-45,178,7131
group2639,3212-9,3212-9_06025,unitig_2,94.92,354,18,0,1,354,40633,40280,2.00E-158,555,7132
group9475,3324-127,3324-127_00372,unitig_2,90.13,223,21,1,1,222,40633,40411,1.00E-78,289,7133
group19412,3316-121A,3316-121A_01466,unitig_2,95.95,222,8,1,1,222,41582,41362,1.00E-99,359,7134
group2640,3208-5,3208-5_03280,unitig_2,92.64,924,68,0,1,924,41582,40659,0,1330,7135
group2641,3210-7,3210-7_01469,unitig_2,91.27,1122,98,0,1,1122,42731,41610,0,1530,7136
group2642,3215-12,3215-12_02932,unitig_2,90.72,991,90,2,1,990,42925,43914,0,1319,7137
group13409,3215-12,3215-12_02931,unitig_2,87.56,201,25,0,1,201,44146,43946,6.00E-62,233,7138
group2643,3214-11,3214-11_03486,unitig_2,92.83,251,18,0,1,251,44797,44547,3.00E-101,364,7139
group2644,3209-6,3209-6_01425,unitig_2,93.05,906,63,0,1,906,45113,46018,0,1325,7140
group2645,3209-6,3209-6_01424,unitig_2,93.55,1131,73,0,1,1131,46075,47205,0,1685,7141
group2646,3207-4,3207-4_05433,unitig_2,84.71,255,39,0,1,255,47249,47503,2.00E-68,255,7142
group6562,3246-48,3246-48_01238,unitig_2,99.9,3048,3,0,1,3048,50650,47603,0,5613,7143
group16961,3378-155A,3378-155A_05768,unitig_2,77.22,316,50,15,12,318,50810,51112,4.00E-41,165,7144
group14280,3273-78,3273-78_00983,unitig_2,98.72,78,1,0,673,750,51035,51112,5.00E-33,139,7145
group2647,3212-9,3212-9_06034,unitig_2,90.99,233,21,0,1,233,51350,51118,2.00E-86,315,7146
group14813,3393-164C,3393-164C_07049,unitig_2,78.2,1087,226,9,817,1896,52539,51457,0,684,7147
group2648,3208-5,3208-5_03289,unitig_2,94.72,1628,86,0,1,1628,53028,51401,0,2531,7148
group6561,3245-47,3245-47_05092,unitig_2,100,144,0,0,1,144,53184,53041,4.00E-72,267,7149
group2649,3210-7,3210-7_01460,unitig_2,95.24,315,15,0,1,315,53495,53181,9.00E-142,499,7150
group2650,3209-6,3209-6_01419,unitig_2,92.93,382,27,0,12,393,53751,54132,6.00E-159,556,7151
group2651,3207-4,3207-4_05438,unitig_2,88.05,343,35,4,21,363,54253,54589,3.00E-112,401,7152
group2652,3211-8,3211-8_03579,unitig_2,90.21,327,32,0,1,327,54636,54962,4.00E-120,427,7153
group2653,3207-4,3207-4_05440,unitig_2,93.81,420,26,0,1,420,54968,55387,0,632,7154
group17679,3370-152B,3370-152B_06743,unitig_2,88.37,86,8,2,1,85,55783,55699,9.00E-23,102,7155
group2654,3212-9,3212-9_06041,unitig_2,92.16,268,21,0,1,268,55783,55516,1.00E-105,379,7156
group2655,3215-12,3215-12_02918,unitig_2,96.2,263,10,0,1,263,56091,55829,3.00E-121,431,7157
group6560,3247-49,3247-49_05041,unitig_2,100,828,0,0,1,828,57790,56963,0,1530,7158
group2656,3208-5,3208-5_03297,unitig_2,91.32,507,44,0,1,507,57999,58505,0,693,7159
group12550,3343-138B,3343-138B_04801,unitig_2,94.06,909,54,0,1,909,59513,60421,0,1380,7160
group2657,3215-12,3215-12_02916,unitig_2,94.22,1851,104,3,1,1851,60400,58553,0,2822,7161
group2658,3211-8,3211-8_03573,unitig_2,96.62,1274,43,0,1,1274,61752,60479,0,2115,7162
group2659,3212-9,3212-9_06046,unitig_2,100,56,0,0,461,516,61848,61793,1.00E-22,104,7163
group2660,3213-10,3213-10_01785,unitig_2,95.23,1110,53,0,1,1110,63711,62602,0,1757,7164
group2661,3208-5,3208-5_03302,unitig_2,96.16,1173,45,0,1,1173,64899,63727,0,1917,7165
group2662,3215-12,3215-12_02911,unitig_2,96.65,837,28,0,1,837,65740,64904,0,1391,7166
group2663,3215-12,3215-12_02910,unitig_2,96.87,957,30,0,1,957,66693,65737,0,1602,7167
group2664,3215-12,3215-12_02909,unitig_2,93.27,1797,121,0,1,1797,66855,68651,0,2649,7168
group2665,3208-5,3208-5_03306,unitig_2,95.39,781,36,0,1,781,68776,69556,0,1243,7169
group2671,3215-12,3215-12_02902,unitig_2,92.86,995,71,0,1,995,70608,69614,0,1445,7170
group2672,3208-5,3208-5_03313,unitig_2,92.95,567,40,0,1,567,71171,70605,0,826,7171
group2666,3214-11,3214-11_03463,unitig_2,92.08,669,53,0,1,669,71341,72009,0,942,7172
group2667,3210-7,3210-7_01442,unitig_2,92.7,1397,102,0,1,1397,71999,73395,0,2015,7173
group12309,3344-140A,3344-140A_03562,unitig_2,94.85,97,4,1,1,96,73416,73512,3.00E-37,150,7174
group2668,3211-8,3211-8_03563,unitig_2,95.8,882,37,0,1,882,74465,73584,0,1424,7175
group11930,3339-136B,3339-136B_04686,unitig_2,82.32,786,131,7,31,812,75265,74484,0,675,7176
group2669,3214-11,3214-11_03460,unitig_2,93.77,819,51,0,1,819,75295,74477,0,1230,7177
group2670,3212-9,3212-9_02471,unitig_2,95.86,1014,42,0,1,1014,76402,75389,0,1640,7178
group2673,3215-12,3215-12_02900,unitig_2,94.51,729,40,0,1,729,77471,76743,0,1125,7179
group2674,3213-10,3213-10_01799,unitig_2,93.49,261,17,0,1,261,77774,78034,2.00E-108,388,7180
group2675,3211-8,3211-8_03556,unitig_2,88.52,270,31,0,1,270,78034,78303,4.00E-90,327,7181
group7538,3329-130B,3329-130B_06289,unitig_2,93.7,270,17,0,1,270,78585,78316,2.00E-113,405,7182
group2676,3208-5,3208-5_03317,unitig_2,94.44,1008,56,0,1,1008,79323,78316,0,1552,7183
group6559,3208-5,3208-5_03318,unitig_2,95.24,1323,63,0,1,1323,79531,80853,0,2095,7184
group2677,3210-7,3210-7_01431,unitig_2,94.03,1223,73,0,1,1223,80904,82126,0,1855,7185
group2678,3208-5,3208-5_03320,unitig_2,96,975,39,0,1,975,82210,83184,0,1585,7186
group14161,3375-154A,3375-154A_05015,unitig_2,92,150,12,0,163,312,83035,83184,4.00E-55,211,7187
group2679,3215-12,3215-12_02893,unitig_2,96.16,885,34,0,1,885,83174,84058,0,1447,7188
group8479,3325-128A,3325-128A_05408,unitig_2,93.18,264,18,0,1,264,83795,84058,2.00E-108,388,7189
group12308,3343-138B,3343-138B_04781,unitig_2,93.52,108,7,0,1,108,83951,84058,1.00E-40,161,7190
group2680,3208-5,3208-5_03322,unitig_2,94.62,930,50,0,1,930,84259,85188,0,1441,7191
group17824,3395-165B,3395-165B_01388,unitig_2,100,162,0,0,1,162,85205,85366,5.00E-82,300,7192
group2681,3215-12,3215-12_02891,unitig_2,92.87,2147,121,15,1,2145,85205,87321,0,3088,7193
group17508,3326-128B,3326-128B_02755,unitig_2,84.69,209,32,0,1063,1271,86809,87017,9.00E-54,209,7194
group2682,3215-12,3215-12_02890,unitig_2,93.99,1264,74,2,1,1263,88651,87389,0,1912,7195
group9033,3288-93,3288-93_01238,unitig_2,100,237,0,0,1,237,88900,88664,1.00E-123,438,7196
group2683,3211-8,3211-8_03547,unitig_2,96.18,1284,49,0,1,1284,90316,89033,0,2100,7197
group2684,3215-12,3215-12_02888,unitig_2,94.53,2524,136,2,1,2523,90507,93029,0,3895,7198
group2685,3212-9,3212-9_02455,unitig_2,96.62,1095,37,0,1,1095,93047,94141,0,1818,7199
group2686,3208-5,3208-5_03332,unitig_2,92.88,1363,97,0,1,1363,94138,95500,0,1980,7200
group2687,3213-10,3213-10_01817,unitig_2,94.31,1108,61,2,1,1107,95490,96596,0,1696,7201
group4605,3209-6,3209-6_01292,unitig_2,80,85,15,2,406,489,95886,95969,1.00E-09,62.1,7202
group13141,3212-9,3212-9_03255,unitig_2,77,100,21,2,464,562,95887,95985,7.00E-08,56.5,7203
group2688,3209-6,3209-6_01376,unitig_2,94.48,996,55,0,1,996,96599,97594,0,1535,7204
group2689,3215-12,3215-12_02883,unitig_2,95.8,1047,44,0,1,1047,97596,98642,0,1690,7205
group2690,3213-10,3213-10_01820,unitig_2,96.09,1152,45,0,1,1152,100072,98921,0,1879,7206
group5864,3215-12,3215-12_02881,unitig_2,93.04,1049,73,0,1,1049,100316,101364,0,1533,7207
group8440,3355-146B,3355-146B_05044,unitig_2,91.69,1035,83,2,1,1035,100337,101368,0,1432,7208
group6558,3244-46,3244-46_05359,unitig_2,99.67,612,2,0,1,612,101980,101369,0,1120,7209
group3723,3212-9,3212-9_02448,unitig_2,92.36,1074,82,0,1,1074,103104,102031,0,1530,7210
group3724,3208-5,3208-5_03339,unitig_2,97,633,19,0,1,633,103812,103180,0,1064,7211
group3725,3211-8,3211-8_03536,unitig_2,98.51,1074,16,0,1,1074,103923,104996,0,1895,7212
group3726,3212-9,3212-9_02445,unitig_2,97.51,1086,27,0,1,1086,104993,106078,0,1857,7213
group3727,3212-9,3212-9_02444,unitig_2,95.64,3072,134,0,1,3072,106075,109146,0,4931,7214
group14743,3393-164C,3393-164C_05798,unitig_2,77.93,3040,625,45,10,3026,106084,109100,0,1855,7215
group3728,3208-5,3208-5_03343,unitig_2,95.43,1182,54,0,1,1182,109223,110404,0,1884,7216
group13965,3209-6,3209-6_01366,unitig_2,96.62,207,7,0,409,615,110414,110208,9.00E-95,344,7217
group13743,3242-44,3242-44_03262,unitig_2,100,167,0,0,1,167,110434,110268,9.00E-85,309,7218
group6557,3244-46,3244-46_05366,unitig_2,99.17,1452,12,0,1,1452,110557,112008,0,2615,7219
group6117,3243-45,3243-45_03733,unitig_2,94.98,1851,93,0,1,1851,113925,112075,0,2904,7220
