,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qends,start,send,evalue,bitscore,gene,strain,contig
2938,group4059|3206-3|3206-3_04083,unitig_1_pRL12|quiver,100.0,465,0,0,1,465,402879,403343,0.0,859.0,group4059,3206-3,3206-3_04083
2939,group4060|3206-3|3206-3_04084,unitig_1_pRL12|quiver,100.0,459,0,0,1,459,403340,403798,0.0,848.0,group4060,3206-3,3206-3_04084
3280,group4468|3206-3|3206-3_04085,unitig_1_pRL12|quiver,100.0,876,0,0,1,876,404186,405061,0.0,1618.0,group4468,3206-3,3206-3_04085
3281,group4469|3206-3|3206-3_04086,unitig_1_pRL12|quiver,100.0,915,0,0,1,915,405221,406135,0.0,1690.0,group4469,3206-3,3206-3_04086
3282,group4470|3206-3|3206-3_04087,unitig_1_pRL12|quiver,100.0,921,0,0,1,921,406145,407065,0.0,1701.0,group4470,3206-3,3206-3_04087
3283,group4471|3206-3|3206-3_04088,unitig_1_pRL12|quiver,100.0,1635,0,0,1,1635,407058,408692,0.0,3020.0,group4471,3206-3,3206-3_04088
3284,group4472|3206-3|3206-3_04089,unitig_1_pRL12|quiver,100.0,948,0,0,1,948,408689,409636,0.0,1751.0,group4472,3206-3,3206-3_04089
3285,group4473|3206-3|3206-3_04090,unitig_1_pRL12|quiver,100.0,720,0,0,1,720,410383,409664,0.0,1330.0,group4473,3206-3,3206-3_04090
3286,group4474|3206-3|3206-3_04091,unitig_1_pRL12|quiver,100.0,1737,0,0,1,1737,410527,412263,0.0,3208.0,group4474,3206-3,3206-3_04091
3287,group4475|3206-3|3206-3_04092,unitig_1_pRL12|quiver,100.0,1191,0,0,1,1191,412273,413463,0.0,2200.0,group4475,3206-3,3206-3_04092
3288,group4476|3206-3|3206-3_04093,unitig_1_pRL12|quiver,100.0,711,0,0,1,711,413486,414196,0.0,1314.0,group4476,3206-3,3206-3_04093
3289,group4477|3206-3|3206-3_04094,unitig_1_pRL12|quiver,100.0,1518,0,0,1,1518,414257,415774,0.0,2804.0,group4477,3206-3,3206-3_04094
3290,group4478|3206-3|3206-3_04095,unitig_1_pRL12|quiver,100.0,906,0,0,1,906,415792,416697,0.0,1674.0,group4478,3206-3,3206-3_04095
3291,group4479|3206-3|3206-3_04096,unitig_1_pRL12|quiver,100.0,1521,0,0,1,1521,416883,418403,0.0,2809.0,group4479,3206-3,3206-3_04096
3292,group4480|3206-3|3206-3_04097,unitig_1_pRL12|quiver,100.0,1056,0,0,1,1056,418480,419535,0.0,1951.0,group4480,3206-3,3206-3_04097
3293,group4481|3206-3|3206-3_04098,unitig_1_pRL12|quiver,100.0,1767,0,0,1,1767,421362,419596,0.0,3264.0,group4481,3206-3,3206-3_04098
3294,group4482|3206-3|3206-3_04099,unitig_1_pRL12|quiver,100.0,2646,0,0,1,2646,421541,424186,0.0,4887.0,group4482,3206-3,3206-3_04099
3295,group4483|3206-3|3206-3_04100,unitig_1_pRL12|quiver,100.0,729,0,0,1,729,424349,425077,0.0,1347.0,group4483,3206-3,3206-3_04100
3296,group4484|3206-3|3206-3_04101,unitig_1_pRL12|quiver,100.0,987,0,0,1,987,425099,426085,0.0,1823.0,group4484,3206-3,3206-3_04101
3426,group4603|3206-3|3206-3_07037,unitig_1_pRL12|quiver,74.38,605,143,12,71,669,426322,426920,1.26e-65,248.0,group4603,3206-3,3206-3_07037
3303,group4486|3206-3|3206-3_04103,unitig_1_pRL12|quiver,100.0,1305,0,0,1,1305,427467,428771,0.0,2410.0,group4486,3206-3,3206-3_04103
3304,group4487|3206-3|3206-3_04104,unitig_1_pRL12|quiver,100.0,933,0,0,1,933,428855,429787,0.0,1724.0,group4487,3206-3,3206-3_04104
3305,group4488|3206-3|3206-3_04105,unitig_1_pRL12|quiver,100.0,900,0,0,1,900,429827,430726,0.0,1663.0,group4488,3206-3,3206-3_04105
2754,group3824|3206-3|3206-3_04108,unitig_1_pRL12|quiver,100.0,1284,0,0,1,1284,433052,431769,0.0,2372.0,group3824,3206-3,3206-3_04108
2755,group3825|3206-3|3206-3_04109,unitig_1_pRL12|quiver,100.0,453,0,0,1,453,433706,433254,0.0,837.0,group3825,3206-3,3206-3_04109
2756,group3826|3206-3|3206-3_04110,unitig_1_pRL12|quiver,100.0,540,0,0,1,540,433907,434446,0.0,998.0,group3826,3206-3,3206-3_04110
2757,group3827|3206-3|3206-3_04111,unitig_1_pRL12|quiver,100.0,1233,0,0,1,1233,434457,435689,0.0,2278.0,group3827,3206-3,3206-3_04111
2758,group3828|3206-3|3206-3_04112,unitig_1_pRL12|quiver,100.0,981,0,0,1,981,435737,436717,0.0,1812.0,group3828,3206-3,3206-3_04112
2759,group3829|3206-3|3206-3_04113,unitig_1_pRL12|quiver,100.0,1059,0,0,1,1059,436719,437777,0.0,1956.0,group3829,3206-3,3206-3_04113
2760,group3830|3206-3|3206-3_04114,unitig_1_pRL12|quiver,100.0,849,0,0,1,849,437798,438646,0.0,1568.0,group3830,3206-3,3206-3_04114
2761,group3831|3206-3|3206-3_04115,unitig_1_pRL12|quiver,100.0,297,0,0,1,297,438643,438939,8.09e-157,549.0,group3831,3206-3,3206-3_04115
2762,group3832|3206-3|3206-3_04116,unitig_1_pRL12|quiver,100.0,1047,0,0,1,1047,440012,438966,0.0,1934.0,group3832,3206-3,3206-3_04116
4257,group5762|3206-3|3206-3_04151,unitig_1_pRL12|quiver,100.0,297,0,0,1,297,482750,483046,8.09e-157,549.0,group5762,3206-3,3206-3_04151
4333,group6058|3206-3|3206-3_04152,unitig_1_pRL12|quiver,100.0,1758,0,0,1,1758,483229,484986,0.0,3247.0,group6058,3206-3,3206-3_04152
9,group10076|3206-3|3206-3_04153,unitig_1_pRL12|quiver,100.0,996,0,0,1,996,486139,485144,0.0,1840.0,group10076,3206-3,3206-3_04153
4616,group8418|3206-3|3206-3_04154,unitig_1_pRL12|quiver,100.0,756,0,0,1,756,486928,486173,0.0,1397.0,group8418,3206-3,3206-3_04154
10,group10077|3206-3|3206-3_04155,unitig_1_pRL12|quiver,100.0,1413,0,0,1,1413,487130,488542,0.0,2610.0,group10077,3206-3,3206-3_04155
3302,group4485|3206-3|3206-3_04102,unitig_1_pRL12|quiver,76.856,229,45,7,382,606,500724,500948,7.94e-28,122.0,group4485,3206-3,3206-3_04102
4438,group6901|3206-3|3206-3_04169,unitig_1_pRL12|quiver,100.0,1011,0,0,1,1011,505686,506696,0.0,1868.0,group6901,3206-3,3206-3_04169
4413,group6689|3206-3|3206-3_04144,unitig_1_pRL12|quiver,90.909,55,5,0,103,157,530256,530310,2.25e-13,75.0,group6689,3206-3,3206-3_04144
3764,group5069|3206-3|3206-3_04199,unitig_1_pRL12|quiver,100.0,414,0,0,1,414,537660,538073,0.0,765.0,group5069,3206-3,3206-3_04199
3660,group4936|3206-3|3206-3_04215,unitig_1_pRL12|quiver,100.0,2244,0,0,1,2244,559336,557093,0.0,4145.0,group4936,3206-3,3206-3_04215
1731,group2691|3206-3|3206-3_04336,unitig_1_pRL12|quiver,73.45,629,143,23,103,719,560334,559718,1.25e-55,215.0,group2691,3206-3,3206-3_04336
3657,group4934|3206-3|3206-3_04217,unitig_1_pRL12|quiver,100.0,1035,0,0,1,1035,561508,560474,0.0,1912.0,group4934,3206-3,3206-3_04217
3656,group4933|3206-3|3206-3_04218,unitig_1_pRL12|quiver,100.0,2052,0,0,1,2052,563700,561649,0.0,3790.0,group4933,3206-3,3206-3_04218
3655,group4932|3206-3|3206-3_04219,unitig_1_pRL12|quiver,100.0,822,0,0,1,822,564526,563705,0.0,1519.0,group4932,3206-3,3206-3_04219
3654,group4931|3206-3|3206-3_04220,unitig_1_pRL12|quiver,100.0,960,0,0,1,960,565482,564523,0.0,1773.0,group4931,3206-3,3206-3_04220
3653,group4930|3206-3|3206-3_04221,unitig_1_pRL12|quiver,100.0,1308,0,0,1,1308,566789,565482,0.0,2416.0,group4930,3206-3,3206-3_04221
4453,group7008|3206-3|3206-3_04150,unitig_1_pRL12|quiver,95.556,45,2,0,1130,1174,567840,567796,9.02e-13,73.1,group7008,3206-3,3206-3_04150
3652,group4928|3206-3|3206-3_04224,unitig_1_pRL12|quiver,100.0,825,0,0,1,825,570375,569551,0.0,1524.0,group4928,3206-3,3206-3_04224
3651,group4927|3206-3|3206-3_04225,unitig_1_pRL12|quiver,100.0,969,0,0,1,969,571408,570440,0.0,1790.0,group4927,3206-3,3206-3_04225
3650,group4926|3206-3|3206-3_04226,unitig_1_pRL12|quiver,100.0,897,0,0,1,897,572357,571461,0.0,1657.0,group4926,3206-3,3206-3_04226
3649,group4925|3206-3|3206-3_04227,unitig_1_pRL12|quiver,100.0,903,0,0,1,903,573379,572477,0.0,1668.0,group4925,3206-3,3206-3_04227
1154,group2108|3206-3|3206-3_04045,unitig_1_pRL12|quiver,84.091,132,21,0,454,585,600767,600636,1.24e-29,128.0,group2108,3206-3,3206-3_04045
1112,group2068|3206-3|3206-3_03992,unitig_1_pRL12|quiver,88.333,120,14,0,499,618,692647,692528,1.61e-34,145.0,group2068,3206-3,3206-3_03992
1880,group2898|3206-3|3206-3_03681,unitig_1_pRL12|quiver,100.0,1611,0,0,1,1611,875794,877404,0.0,2976.0,group2898,3206-3,3206-3_03681
3939,group5285|3206-3|3206-3_03621,unitig_1_pRL12|quiver,100.0,1053,0,0,1,1053,937680,938732,0.0,1945.0,group5285,3206-3,3206-3_03621
4348,group6217|3206-3|3206-3_04470,unitig_1_pRL12|quiver,100.0,1062,0,0,1,1062,985390,984329,0.0,1962.0,group6217,3206-3,3206-3_04470
4408,group6676|3206-3|3206-3_04387,unitig_1_pRL12|quiver,100.0,498,0,0,1,498,1079406,1078909,0.0,920.0,group6676,3206-3,3206-3_04387
288,group134|3206-3|3206-3_00957,unitig_2_pRL11|quiver,100.0,465,0,0,1,465,43312,43776,0.0,859.0,group134,3206-3,3206-3_00957
486,group151|3206-3|3206-3_00938,unitig_2_pRL11|quiver,100.0,699,0,0,1,699,67444,66746,0.0,1291.0,group151,3206-3,3206-3_00938
500,group152|3206-3|3206-3_00937,unitig_2_pRL11|quiver,100.0,414,0,0,1,414,67851,67438,0.0,765.0,group152,3206-3,3206-3_00937
567,group157|3206-3|3206-3_00932,unitig_2_pRL11|quiver,100.0,870,0,0,1,870,73806,72937,0.0,1607.0,group157,3206-3,3206-3_00932
2700,group3755|3206-3|3206-3_01550,unitig_2_pRL11|quiver,100.0,201,0,0,1,201,108319,108119,1.23e-103,372.0,group3755,3206-3,3206-3_01550
4467,group7092|3206-3|3206-3_01549,unitig_2_pRL11|quiver,100.0,216,0,0,1,216,108554,108769,6.11e-112,399.0,group7092,3206-3,3206-3_01549
4439,group6907|3206-3|3206-3_01516,unitig_2_pRL11|quiver,100.0,825,0,0,1,825,141578,140754,0.0,1524.0,group6907,3206-3,3206-3_01516
4100,group5537|3206-3|3206-3_01496,unitig_2_pRL11|quiver,100.0,702,0,0,1,702,163309,164010,0.0,1297.0,group5537,3206-3,3206-3_01496
2600,group3611|3206-3|3206-3_01489,unitig_2_pRL11|quiver,100.0,339,0,0,1,339,171964,171626,4.19e-180,627.0,group3611,3206-3,3206-3_01489
2601,group3614|3206-3|3206-3_01487,unitig_2_pRL11|quiver,100.0,255,0,0,1,255,173937,173683,1.53e-133,472.0,group3614,3206-3,3206-3_01487
2605,group3637|3206-3|3206-3_01459,unitig_2_pRL11|quiver,100.0,2277,0,0,1,2277,203027,200751,0.0,4205.0,group3637,3206-3,3206-3_01459
2606,group3638|3206-3|3206-3_01458,unitig_2_pRL11|quiver,100.0,1011,0,0,1,1011,204110,203100,0.0,1868.0,group3638,3206-3,3206-3_01458
2607,group3639|3206-3|3206-3_01457,unitig_2_pRL11|quiver,100.0,1671,0,0,1,1671,205857,204187,0.0,3086.0,group3639,3206-3,3206-3_01457
2609,group3640|3206-3|3206-3_01456,unitig_2_pRL11|quiver,100.0,1887,0,0,1,1887,206151,208037,0.0,3485.0,group3640,3206-3,3206-3_01456
2610,group3641|3206-3|3206-3_01455,unitig_2_pRL11|quiver,100.0,633,0,0,1,633,208034,208666,0.0,1170.0,group3641,3206-3,3206-3_01455
2611,group3643|3206-3|3206-3_01453,unitig_2_pRL11|quiver,100.0,729,0,0,1,729,209890,210618,0.0,1347.0,group3643,3206-3,3206-3_01453
2612,group3644|3206-3|3206-3_01452,unitig_2_pRL11|quiver,100.0,753,0,0,1,753,210676,211428,0.0,1391.0,group3644,3206-3,3206-3_01452
2613,group3645|3206-3|3206-3_01451,unitig_2_pRL11|quiver,100.0,222,0,0,1,222,211428,211649,2.91e-115,411.0,group3645,3206-3,3206-3_01451
4147,group5608|3206-3|3206-3_01447,unitig_2_pRL11|quiver,100.0,1137,0,0,1,1137,216886,215750,0.0,2100.0,group5608,3206-3,3206-3_01447
4146,group5607|3206-3|3206-3_01446,unitig_2_pRL11|quiver,100.0,1209,0,0,1,1209,218091,216883,0.0,2233.0,group5607,3206-3,3206-3_01446
4145,group5606|3206-3|3206-3_01445,unitig_2_pRL11|quiver,100.0,1044,0,0,1,1044,219136,218093,0.0,1929.0,group5606,3206-3,3206-3_01445
4379,group6374|3206-3|3206-3_01439,unitig_2_pRL11|quiver,100.0,339,0,0,1,339,225402,225064,4.19e-180,627.0,group6374,3206-3,3206-3_01439
2604,group3635|3206-3|3206-3_01438,unitig_2_pRL11|quiver,100.0,804,0,0,1,804,226400,225597,0.0,1485.0,group3635,3206-3,3206-3_01438
4707,group9064|3206-3|3206-3_01434,unitig_2_pRL11|quiver,100.0,291,0,0,1,291,229579,229869,1.71e-153,538.0,group9064,3206-3,3206-3_01434
4378,group6366|3206-3|3206-3_01433,unitig_2_pRL11|quiver,100.0,429,0,0,1,429,229929,230357,0.0,793.0,group6366,3206-3,3206-3_01433
4377,group6365|3206-3|3206-3_01432,unitig_2_pRL11|quiver,100.0,570,0,0,1,570,230385,230954,0.0,1053.0,group6365,3206-3,3206-3_01432
4376,group6364|3206-3|3206-3_01431,unitig_2_pRL11|quiver,100.0,693,0,0,1,693,230986,231678,0.0,1280.0,group6364,3206-3,3206-3_01431
4375,group6363|3206-3|3206-3_01430,unitig_2_pRL11|quiver,100.0,543,0,0,1,543,231772,232314,0.0,1003.0,group6363,3206-3,3206-3_01430
4374,group6362|3206-3|3206-3_01429,unitig_2_pRL11|quiver,100.0,90,0,0,1,90,232265,232354,2.42e-42,167.0,group6362,3206-3,3206-3_01429
3930,group5266|3206-3|3206-3_01413,unitig_2_pRL11|quiver,100.0,207,0,0,1,207,251124,251330,5.87e-107,383.0,group5266,3206-3,3206-3_01413
4410,group6678|3206-3|3206-3_01395,unitig_2_pRL11|quiver,100.0,240,0,0,1,240,267309,267548,3.11e-125,444.0,group6678,3206-3,3206-3_01395
4409,group6677|3206-3|3206-3_01394,unitig_2_pRL11|quiver,100.0,1257,0,0,1,1257,267541,268797,0.0,2322.0,group6677,3206-3,3206-3_01394
3132,group4284|3206-3|3206-3_01375,unitig_2_pRL11|quiver,100.0,885,0,0,1,885,292368,291484,0.0,1635.0,group4284,3206-3,3206-3_01375
3133,group4285|3206-3|3206-3_01374,unitig_2_pRL11|quiver,100.0,534,0,0,1,534,293070,292537,0.0,987.0,group4285,3206-3,3206-3_01374
3134,group4286|3206-3|3206-3_01373,unitig_2_pRL11|quiver,100.0,1515,0,0,1,1515,294597,293083,0.0,2798.0,group4286,3206-3,3206-3_01373
3135,group4287|3206-3|3206-3_01372,unitig_2_pRL11|quiver,100.0,1464,0,0,1,1464,296073,294610,0.0,2704.0,group4287,3206-3,3206-3_01372
3136,group4288|3206-3|3206-3_01371,unitig_2_pRL11|quiver,100.0,666,0,0,1,666,296735,296070,0.0,1230.0,group4288,3206-3,3206-3_01371
3137,group4289|3206-3|3206-3_01370,unitig_2_pRL11|quiver,100.0,957,0,0,1,957,297691,296735,0.0,1768.0,group4289,3206-3,3206-3_01370
3138,group4290|3206-3|3206-3_01369,unitig_2_pRL11|quiver,100.0,2022,0,0,1,2022,299703,297682,0.0,3735.0,group4290,3206-3,3206-3_01369
3139,group4297|3206-3|3206-3_01357,unitig_2_pRL11|quiver,100.0,291,0,0,1,291,314374,314084,1.71e-153,538.0,group4297,3206-3,3206-3_01357
3140,group4298|3206-3|3206-3_01356,unitig_2_pRL11|quiver,100.0,321,0,0,1,321,314741,314421,4.01e-170,593.0,group4298,3206-3,3206-3_01356
4074,group5485|3206-3|3206-3_01355,unitig_2_pRL11|quiver,100.0,369,0,0,1,369,314895,315263,0.0,682.0,group5485,3206-3,3206-3_01355
4075,group5490|3206-3|3206-3_01350,unitig_2_pRL11|quiver,100.0,642,0,0,1,642,319737,319096,0.0,1186.0,group5490,3206-3,3206-3_01350
2701,group3759|3206-3|3206-3_01342,unitig_2_pRL11|quiver,100.0,312,0,0,1,312,329002,329313,3.91e-165,577.0,group3759,3206-3,3206-3_01342
2702,group3760|3206-3|3206-3_01338,unitig_2_pRL11|quiver,100.0,300,0,0,1,300,332463,332164,1.76e-158,555.0,group3760,3206-3,3206-3_01338
2703,group3762|3206-3|3206-3_01325,unitig_2_pRL11|quiver,100.0,1902,0,0,1,1902,344073,342172,0.0,3513.0,group3762,3206-3,3206-3_01325
2704,group3769|3206-3|3206-3_01316,unitig_2_pRL11|quiver,100.0,753,0,0,1,753,351860,352612,0.0,1391.0,group3769,3206-3,3206-3_01316
4381,group6446|3206-3|3206-3_01293,unitig_2_pRL11|quiver,100.0,141,0,0,1,141,376179,376319,1.85e-70,261.0,group6446,3206-3,3206-3_01293
4382,group6447|3206-3|3206-3_01292,unitig_2_pRL11|quiver,100.0,1113,0,0,1,1113,376686,377798,0.0,2056.0,group6447,3206-3,3206-3_01292
4383,group6448|3206-3|3206-3_01291,unitig_2_pRL11|quiver,100.0,774,0,0,1,774,377916,378689,0.0,1430.0,group6448,3206-3,3206-3_01291
4384,group6449|3206-3|3206-3_01290,unitig_2_pRL11|quiver,100.0,1158,0,0,1,1158,378719,379876,0.0,2139.0,group6449,3206-3,3206-3_01290
4385,group6450|3206-3|3206-3_01289,unitig_2_pRL11|quiver,100.0,2100,0,0,1,2100,379863,381962,0.0,3879.0,group6450,3206-3,3206-3_01289
4386,group6451|3206-3|3206-3_01288,unitig_2_pRL11|quiver,100.0,888,0,0,1,888,381959,382846,0.0,1640.0,group6451,3206-3,3206-3_01288
4387,group6452|3206-3|3206-3_01287,unitig_2_pRL11|quiver,100.0,828,0,0,1,828,382843,383670,0.0,1530.0,group6452,3206-3,3206-3_01287
4388,group6453|3206-3|3206-3_01286,unitig_2_pRL11|quiver,100.0,1002,0,0,1,1002,383663,384664,0.0,1851.0,group6453,3206-3,3206-3_01286
4389,group6454|3206-3|3206-3_01285,unitig_2_pRL11|quiver,100.0,1380,0,0,1,1380,384667,386046,0.0,2549.0,group6454,3206-3,3206-3_01285
4390,group6455|3206-3|3206-3_01284,unitig_2_pRL11|quiver,100.0,1176,0,0,1,1176,386063,387238,0.0,2172.0,group6455,3206-3,3206-3_01284
173,group1251|3206-3|3206-3_01268,unitig_2_pRL11|quiver,100.0,2097,0,0,1,2097,404087,406183,0.0,3873.0,group1251,3206-3,3206-3_01268
4641,group8587|3206-3|3206-3_01157,unitig_2_pRL11|quiver,100.0,297,0,0,1,297,531527,531231,8.09e-157,549.0,group8587,3206-3,3206-3_01157
110,group11|3206-3|3206-3_01144,unitig_2_pRL11|quiver,100.0,891,0,0,1,891,545686,544796,0.0,1646.0,group11,3206-3,3206-3_01144
172,group12|3206-3|3206-3_01143,unitig_2_pRL11|quiver,100.0,423,0,0,1,423,545777,546199,0.0,782.0,group12,3206-3,3206-3_01143
353,group14|3206-3|3206-3_01141,unitig_2_pRL11|quiver,100.0,1032,0,0,1,1032,547765,548796,0.0,1906.0,group14,3206-3,3206-3_01141
4341,group62|3206-3|3206-3_01085,unitig_2_pRL11|quiver,100.0,675,0,0,1,675,615713,615039,0.0,1247.0,group62,3206-3,3206-3_01085
4527,group76|3206-3|3206-3_01071,unitig_2_pRL11|quiver,100.0,1353,0,0,1,1353,631446,630094,0.0,2499.0,group76,3206-3,3206-3_01071
4539,group77|3206-3|3206-3_01070,unitig_2_pRL11|quiver,100.0,903,0,0,1,903,632381,631479,0.0,1668.0,group77,3206-3,3206-3_01070
4551,group78|3206-3|3206-3_01069,unitig_2_pRL11|quiver,100.0,996,0,0,1,996,633448,632453,0.0,1840.0,group78,3206-3,3206-3_01069
4562,group79|3206-3|3206-3_01068,unitig_2_pRL11|quiver,100.0,852,0,0,1,852,634386,633535,0.0,1574.0,group79,3206-3,3206-3_01068
4570,group80|3206-3|3206-3_01067,unitig_2_pRL11|quiver,100.0,774,0,0,1,774,635107,634334,0.0,1430.0,group80,3206-3,3206-3_01067
4582,group81|3206-3|3206-3_01066,unitig_2_pRL11|quiver,100.0,990,0,0,1,990,636102,635113,0.0,1829.0,group81,3206-3,3206-3_01066
4775,group95|3206-3|3206-3_01052,unitig_2_pRL11|quiver,100.0,753,0,0,1,753,649122,649874,0.0,1391.0,group95,3206-3,3206-3_01052
4393,group6488|3206-3|3206-3_01026,unitig_2_pRL11|quiver,100.0,1035,0,0,1,1035,681567,682601,0.0,1912.0,group6488,3206-3,3206-3_01026
4394,group6489|3206-3|3206-3_01025,unitig_2_pRL11|quiver,100.0,813,0,0,1,813,682608,683420,0.0,1502.0,group6489,3206-3,3206-3_01025
4395,group6490|3206-3|3206-3_01024,unitig_2_pRL11|quiver,100.0,837,0,0,1,837,683417,684253,0.0,1546.0,group6490,3206-3,3206-3_01024
4396,group6491|3206-3|3206-3_01023,unitig_2_pRL11|quiver,100.0,1359,0,0,1,1359,684280,685638,0.0,2510.0,group6491,3206-3,3206-3_01023
4397,group6492|3206-3|3206-3_01022,unitig_2_pRL11|quiver,100.0,1158,0,0,1,1158,685635,686792,0.0,2139.0,group6492,3206-3,3206-3_01022
4398,group6493|3206-3|3206-3_01021,unitig_2_pRL11|quiver,100.0,777,0,0,1,777,686789,687565,0.0,1435.0,group6493,3206-3,3206-3_01021
4399,group6494|3206-3|3206-3_01020,unitig_2_pRL11|quiver,100.0,924,0,0,1,924,687601,688524,0.0,1707.0,group6494,3206-3,3206-3_01020
4400,group6495|3206-3|3206-3_01019,unitig_2_pRL11|quiver,100.0,1389,0,0,1,1389,688529,689917,0.0,2566.0,group6495,3206-3,3206-3_01019
4401,group6496|3206-3|3206-3_01018,unitig_2_pRL11|quiver,100.0,927,0,0,1,927,690961,690035,0.0,1712.0,group6496,3206-3,3206-3_01018
4402,group6497|3206-3|3206-3_01017,unitig_2_pRL11|quiver,100.0,327,0,0,1,327,691287,690961,1.89e-173,604.0,group6497,3206-3,3206-3_01017
2539,group3554|3206-3|3206-3_00996,unitig_2_pRL11|quiver,100.0,1377,0,0,1,1377,723078,724454,0.0,2543.0,group3554,3206-3,3206-3_00996
3985,group5357|3206-3|3206-3_02874,unitig_3_pRL10|quiver,100.0,418,0,0,1,418,418,1,0.0,773.0,group5357,3206-3,3206-3_02874
3987,group5358|3206-3|3206-3_02875,unitig_3_pRL10|quiver,98.56,764,2,9,1,759,516,1275,0.0,1341.0,group5358,3206-3,3206-3_02875
3989,group5359|3206-3|3206-3_02876,unitig_3_pRL10|quiver,99.212,888,0,7,1,885,1472,2355,0.0,1594.0,group5359,3206-3,3206-3_02876
3991,group5360|3206-3|3206-3_02877,unitig_3_pRL10|quiver,99.812,1065,0,2,1,1065,2580,3642,0.0,1954.0,group5360,3206-3,3206-3_02877
4202,group5684|3206-3|3206-3_02878,unitig_3_pRL10|quiver,99.878,823,0,1,1,822,3715,4537,0.0,1513.0,group5684,3206-3,3206-3_02878
4203,group5685|3206-3|3206-3_02879,unitig_3_pRL10|quiver,100.0,1260,0,0,1,1260,4534,5793,0.0,2327.0,group5685,3206-3,3206-3_02879
4205,group5686|3206-3|3206-3_02880,unitig_3_pRL10|quiver,100.0,729,0,0,1,729,5820,6548,0.0,1347.0,group5686,3206-3,3206-3_02880
4207,group5687|3206-3|3206-3_02881,unitig_3_pRL10|quiver,100.0,765,0,0,1,765,6603,7367,0.0,1413.0,group5687,3206-3,3206-3_02881
4209,group5688|3206-3|3206-3_02882,unitig_3_pRL10|quiver,100.0,411,0,0,1,411,8031,7621,0.0,760.0,group5688,3206-3,3206-3_02882
4328,group6047|3206-3|3206-3_02883,unitig_3_pRL10|quiver,100.0,429,0,0,1,429,8555,8127,0.0,793.0,group6047,3206-3,3206-3_02883
4326,group6046|3206-3|3206-3_02884,unitig_3_pRL10|quiver,100.0,600,0,0,1,600,8676,9275,0.0,1109.0,group6046,3206-3,3206-3_02884
4324,group6045|3206-3|3206-3_02885,unitig_3_pRL10|quiver,100.0,771,0,0,1,771,9886,9116,0.0,1424.0,group6045,3206-3,3206-3_02885
4225,group5707|3206-3|3206-3_02886,unitig_3_pRL10|quiver,100.0,1407,0,0,1,1407,10139,11545,0.0,2599.0,group5707,3206-3,3206-3_02886
4227,group5708|3206-3|3206-3_02887,unitig_3_pRL10|quiver,100.0,1188,0,0,1,1188,13321,12134,0.0,2194.0,group5708,3206-3,3206-3_02887
4229,group5709|3206-3|3206-3_02888,unitig_3_pRL10|quiver,100.0,2037,0,0,1,2037,13707,15743,0.0,3762.0,group5709,3206-3,3206-3_02888
4268,group5782|3206-3|3206-3_02889,unitig_3_pRL10|quiver,100.0,189,0,0,1,189,15988,15800,5.38e-97,350.0,group5782,3206-3,3206-3_02889
4267,group5781|3206-3|3206-3_02890,unitig_3_pRL10|quiver,100.0,711,0,0,1,711,16891,16181,0.0,1314.0,group5781,3206-3,3206-3_02890
4266,group5780|3206-3|3206-3_02891,unitig_3_pRL10|quiver,100.0,237,0,0,1,237,17536,17772,1.43e-123,438.0,group5780,3206-3,3206-3_02891
4265,group5779|3206-3|3206-3_02892,unitig_3_pRL10|quiver,100.0,195,0,0,1,195,17835,18029,2.57e-100,361.0,group5779,3206-3,3206-3_02892
4264,group5778|3206-3|3206-3_02893,unitig_3_pRL10|quiver,100.0,480,0,0,1,480,18128,18607,0.0,887.0,group5778,3206-3,3206-3_02893
2657,group3686|3206-3|3206-3_02894,unitig_3_pRL10|quiver,100.0,909,0,0,1,909,19633,18725,0.0,1679.0,group3686,3206-3,3206-3_02894
2656,group3685|3206-3|3206-3_02895,unitig_3_pRL10|quiver,100.0,876,0,0,1,876,19752,20627,0.0,1618.0,group3685,3206-3,3206-3_02895
2655,group3684|3206-3|3206-3_02896,unitig_3_pRL10|quiver,100.0,915,0,0,1,915,21657,20743,0.0,1690.0,group3684,3206-3,3206-3_02896
2652,group3682|3206-3|3206-3_02898,unitig_3_pRL10|quiver,100.0,1083,0,0,1,1083,24586,23504,0.0,2001.0,group3682,3206-3,3206-3_02898
2651,group3681|3206-3|3206-3_02899,unitig_3_pRL10|quiver,100.0,885,0,0,1,885,25478,24594,0.0,1635.0,group3681,3206-3,3206-3_02899
4323,group6041|3206-3|3206-3_02900,unitig_3_pRL10|quiver,100.0,888,0,0,1,888,26365,25478,0.0,1640.0,group6041,3206-3,3206-3_02900
2649,group3678|3206-3|3206-3_02901,unitig_3_pRL10|quiver,100.0,1233,0,0,1,1233,27700,26468,0.0,2278.0,group3678,3206-3,3206-3_02901
2648,group3677|3206-3|3206-3_02902,unitig_3_pRL10|quiver,100.0,954,0,0,1,954,28714,27761,0.0,1762.0,group3677,3206-3,3206-3_02902
2647,group3676|3206-3|3206-3_02903,unitig_3_pRL10|quiver,100.0,1071,0,0,1,1071,28937,30007,0.0,1978.0,group3676,3206-3,3206-3_02903
2646,group3675|3206-3|3206-3_02904,unitig_3_pRL10|quiver,100.0,441,0,0,1,441,30196,30636,0.0,815.0,group3675,3206-3,3206-3_02904
